rooms,year_built,location,building_floor_num,garage,district,leasing,balcony,size_meters,door_type,apartment_floor_num,window_type,num_windows,floor_type
2 өрөө,2018,13-р хороолол,16,Байхгүй,Баянзүрх,Лизинггүй,Тагтгүй,60.93,Төмөр вакум,8,Вакум,3,Паркет
5+ өрөө,2000,Бусад,5,Байхгүй,Сүхбаатар,Лизинггүй,2 тагттай,185.0,Бүргэд,4,Вакум,7,Паркет
5+ өрөө,2013,13-р хороолол,13,Байгаа,Баянзүрх,Лизинггүй,2 тагттай,150.0,Бүргэд,13,Вакум,6,Ламинат
4 өрөө,2016,Олимп хотхон,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,106.5,Бүргэд,7,Вакум,5,Паркет
3 өрөө,2012,13-р хороолол,12,Байхгүй,Баянзүрх,Хувь лизингтэй,2 тагттай,90.0,Бүргэд,2,Вакум,4,Паркет
3 өрөө,2018,Бусад,16,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,113.95,Төмөр,9,Вакум,3,Паркет
3 өрөө,2009,"40, 50 мянгат",5,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,84.0,Бүргэд,3,Вакум,3,Паркет
4 өрөө,2013,"3, 4 хороолол",13,Байгаа,Баянгол,Лизинггүй,2 тагттай,112.0,Бүргэд,8,Вакум,7,Паркет
2 өрөө,2005,14-р хороолол,6,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,62.0,Бүргэд,5,Төмөр вакум,3,Паркет
1 өрөө,2013,Бусад,12,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,27.62,Бүргэд,2,Вакум,2,Паркет
1 өрөө,2016,100 айл,12,Байгаа,Сүхбаатар,Банкны лизингтэй,1 тагттай,43.8,Бүргэд,7,Вакум,2,Паркет
2 өрөө,2018,Зайсан,6,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,74.0,Вакум,3,Вакум,2,Паркет
2 өрөө,2013,"3, 4 хороолол",11,Байхгүй,Баянгол,Лизинггүй,1 тагттай,78.3,Бүргэд,9,Вакум,2,Паркет
3 өрөө,2014,14-р хороолол,12,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,58.2,Бүргэд,9,Вакум,3,Паркет
3 өрөө,2019,Яармаг,12,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,77.0,Бүргэд,6,Вакум,4,Паркет
2 өрөө,2012,10-р хороолол,6,Байхгүй,Баянгол,Лизинггүй,Тагтгүй,70.0,Бүргэд,6,Вакум,4,Паркет
1 өрөө,2012,Бусад,12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,21.0,Бүргэд,10,Вакум,1,Паркет
1 өрөө,2020,16-р хороолол,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,31.09,Бүргэд,15,Вакум,2,Паркет
4 өрөө,2020,Бусад,6,Байгаа,Хан-Уул,Хувь лизингтэй,1 тагттай,205.0,Төмөр,3,Вакум,4,Паркет
2 өрөө,2015,13-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,43.0,Бүргэд,12,Вакум,2,Паркет
1 өрөө,2014,Нарны хороолол,12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,49.0,Бүргэд,10,Вакум,1,Паркет
1 өрөө,2013,Viva city,5,Байхгүй,Хан-Уул,Лизинггүй,Тагтгүй,30.3,Бүргэд,2,Вакум,1,Паркет
2 өрөө,2018,Олимп хотхон,12,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,54.0,Бүргэд,9,Вакум,2,Паркет
1 өрөө,2013,14-р хороолол,6,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,33.0,Бүргэд,1,Вакум,3,Паркет
2 өрөө,2017,14-р хороолол,12,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,50.3,Бүргэд,1,Вакум,2,Паркет
2 өрөө,2019,Дэнжийн 1000,10,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,68.0,Бүргэд,1,Вакум,2,Паркет
4 өрөө,2016,King Tower,12,Байхгүй,Хан-Уул,Лизинггүй,Тагтгүй,170.0,Бүргэд,6,Вакум,5,Паркет
3 өрөө,2019,King Tower,16,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,137.0,Бүргэд,7,Вакум,4,Паркет
3 өрөө,2013,Хурд,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,85.0,Бүргэд,7,Вакум,4,Паркет
2 өрөө,2010,Viva city,5,Байхгүй,Хан-Уул,Банкны лизингтэй,Тагтгүй,54.5,Төмөр,4,Вакум,4,Паркет
2 өрөө,2014,5 шар,16,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,26.8,Бүргэд,12,Вакум,2,Паркет
3 өрөө,2009,"3, 4 хороолол",12,Байгаа,Баянгол,Лизинггүй,2 тагттай,70.0,Бүргэд,10,Вакум,4,Паркет
1 өрөө,2016,13-р хороолол,9,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,30.0,Бүргэд,3,Вакум,3,Паркет
1 өрөө,2019,16-р хороолол,9,Байхгүй,Баянзүрх,Хувь лизингтэй,Тагтгүй,40.0,Төмөр,2,Вакум,2,Паркет
2 өрөө,2012,"3, 4 хороолол",12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,50.0,Бүргэд,8,Вакум,3,Паркет
2 өрөө,2013,19-р хороолол,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,56.0,Бүргэд,6,Вакум,3,Паркет
2 өрөө,2012,"3, 4 хороолол",12,Байхгүй,Баянгол,Банкны лизингтэй,1 тагттай,57.5,Бүргэд,4,Вакум,3,Паркет
2 өрөө,2020,15-р хороолол,16,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,52.0,Бүргэд,15,Вакум,2,Паркет
5+ өрөө,2018,Баянмонгол хороолол,16,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,176.0,Бүргэд,2,Вакум,7,Паркет
3 өрөө,2016,13-р хороолол,16,Байгаа,Баянзүрх,Банкны лизингтэй,1 тагттай,70.0,Бүргэд,11,Вакум,3,Паркет
3 өрөө,2013,Зайсан,7,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,83.0,Бүргэд,4,Вакум,4,Паркет
3 өрөө,2018,Бусад,16,Байгаа,Баянзүрх,Лизинггүй,2 тагттай,68.0,Төмөр,3,Вакум,4,Паркет
2 өрөө,2019,Бусад,13,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,54.0,Бүргэд,2,Вакум,2,Паркет
3 өрөө,2017,15-р хороолол,15,Байгаа,Баянзүрх,Хувь лизингтэй,Тагтгүй,121.0,Төмөр,15,Вакум,3,Ламинат
3 өрөө,2013,River Garden,16,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,115.0,Бүргэд,8,Вакум,3,Паркет
2 өрөө,2020,Зүүн 4 зам,10,Байгаа,Баянзүрх,Банкны лизингтэй,1 тагттай,37.0,Бүргэд,4,Вакум,2,Паркет
4 өрөө,2016,Бусад,10,Байхгүй,Хан-Уул,Хувь лизингтэй,2 тагттай,115.0,Бүргэд,7,Вакум,6,Паркет
5+ өрөө,1989,1-р хороолол,9,Байгаа,Сонгино Хайрхан,Лизинггүй,1 тагттай,100.0,Бүргэд,4,Вакум,6,Паркет
1 өрөө,2013,Бусад,6,Байхгүй,Баянзүрх,Банкны лизингтэй,Тагтгүй,30.0,Бүргэд,1,Вакум,1,Паркет
3 өрөө,2018,King Tower,14,Байхгүй,Хан-Уул,Лизинггүй,Тагтгүй,92.0,Төмөр,8,Вакум,4,Паркет
3 өрөө,2019,Бусад,16,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,86.8,Бүргэд,7,Вакум,3,Паркет
2 өрөө,2010,21-р хороолол,12,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,48.0,Бүргэд,5,Вакум,2,Паркет
2 өрөө,1990,5 шар,9,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,40.0,Бүргэд,3,Вакум,3,Паркет
3 өрөө,2018,King Tower,14,Байхгүй,Хан-Уул,Лизинггүй,Тагтгүй,92.0,Төмөр,8,Вакум,4,Паркет
2 өрөө,2017,"3, 4 хороолол",16,Байхгүй,Баянгол,Банкны лизингтэй,2 тагттай,45.7,Бүргэд,11,Вакум,2,Паркет
2 өрөө,2019,Дөлгөөн нуур,11,Байхгүй,Сүхбаатар,Хувь лизингтэй,1 тагттай,65.5,Бүргэд,2,Вакум,3,Паркет
4 өрөө,2010,19-р хороолол,6,Байхгүй,Хан-Уул,Банкны лизингтэй,1 тагттай,163.0,Бүргэд,5,Вакум,8,Паркет
3 өрөө,2015,Зайсан,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,54.54,Бүргэд,9,Вакум,4,Паркет
2 өрөө,2014,Зайсан,10,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,66.5,Бүргэд,7,Вакум,2,Паркет
3 өрөө,1991,Бусад,5,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,40.0,Бүргэд,4,Вакум,4,Паркет
2 өрөө,2006,"3, 4 хороолол",5,Байгаа,Баянгол,Лизинггүй,1 тагттай,40.0,Бүргэд,4,Вакум,3,Паркет
3 өрөө,2015,Сансар,15,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,91.0,Бүргэд,11,Вакум,4,Паркет
2 өрөө,2004,Сансар,6,Байхгүй,Баянзүрх,Банкны лизингтэй,2 тагттай,49.0,Бүргэд,6,Вакум,4,Паркет
2 өрөө,2005,Баруун 4 зам,5,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,48.0,Бүргэд,5,Вакум,3,Паркет
1 өрөө,2015,"3, 4 хороолол",4,Байхгүй,Баянгол,Лизинггүй,Тагтгүй,30.0,Бүргэд,4,Вакум,2,Паркет
2 өрөө,2017,Бусад,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,46.15,Бүргэд,6,Вакум,2,Паркет
1 өрөө,2019,Толгойт,6,Байхгүй,Сонгино Хайрхан,Хувь лизингтэй,Тагтгүй,30.0,Бүргэд,1,Вакум,2,Паркет
3 өрөө,2019,"3, 4 хороолол",6,Байхгүй,Баянгол,Лизинггүй,1 тагттай,76.32,Төмөр,4,Вакум,4,Паркет
1 өрөө,1985,"40, 50 мянгат",3,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,40.0,Төмөр,2,Вакум,2,Паркет
3 өрөө,2010,Зайсан,5,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,87.0,Бүргэд,4,Вакум,4,Паркет
2 өрөө,2009,1-р хороолол,6,Байгаа,Сонгино Хайрхан,Лизинггүй,1 тагттай,65.0,Бүргэд,3,Вакум,3,Паркет
4 өрөө,2019,Яармаг,9,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,105.11,Бүргэд,1,Вакум,7,Паркет
3 өрөө,1992,Сансар,9,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,40.0,Бүргэд,9,Вакум,4,Паркет
2 өрөө,2019,Алтай хотхон,12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,55.0,Бүргэд,7,Вакум,2,Паркет
3 өрөө,2020,Яармаг,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,71.32,Вакум,10,Вакум,3,Паркет
2 өрөө,2018,Сансар,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,49.0,Бүргэд,3,Вакум,2,Паркет
3 өрөө,2013,Их Монгол хороолол,10,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,63.0,Бүргэд,2,Вакум,5,Паркет
2 өрөө,2018,14-р хороолол,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,56.1,Бүргэд,9,Вакум,2,Паркет
5+ өрөө,2005,220 мянгат,4,Байгаа,Сүхбаатар,Лизинггүй,3+ тагттай,148.0,Бүргэд,2,Вакум,8,Паркет
2 өрөө,2015,Баянмонгол хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,50.8,Бүргэд,6,Вакум,2,Паркет
2 өрөө,1980,Баруун 4 зам,4,Байхгүй,Баянгол,Лизинггүй,Тагтгүй,93.08,Бүргэд,1,Вакум,3,Паркет
2 өрөө,1986,1-р хороолол,9,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,29.0,Бүргэд,5,Мод,3,Цемент
3 өрөө,2020,Яармаг,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,71.2,Бүргэд,4,Вакум,3,Паркет
3 өрөө,2020,Яармаг,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,70.0,Бүргэд,5,Вакум,4,Ламинат
3 өрөө,2019,Бусад,16,Байхгүй,Хан-Уул,Банкны лизингтэй,1 тагттай,80.0,Бүргэд,10,Вакум,4,Паркет
5+ өрөө,2000,13-р хороолол,10,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,120.0,Бүргэд,8,Вакум,6,Паркет
3 өрөө,2010,Бага тойрог,10,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,59.0,Бүргэд,10,Вакум,3,Паркет
4 өрөө,2011,Бусад,5,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,70.0,Бүргэд,5,Вакум,4,Паркет
4 өрөө,2018,Бусад,15,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,160.0,Бүргэд,3,Вакум,5,Паркет
2 өрөө,2020,"3, 4 хороолол",13,Байхгүй,Баянгол,Хувь лизингтэй,Тагтгүй,54.0,Бүргэд,12,Вакум,3,Паркет
2 өрөө,2008,10-р хороолол,9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,59.0,Бүргэд,1,Вакум,3,Паркет
2 өрөө,2009,Төмөр зам,9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,70.0,Бүргэд,4,Вакум,4,Паркет
2 өрөө,2017,15-р хороолол,10,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,56.16,Төмөр,9,Вакум,3,Паркет
5+ өрөө,2016,Бусад,13,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,223.0,Бүргэд,7,Вакум,4,Паркет
3 өрөө,2019,Яармаг,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,71.0,Вакум,10,Төмөр вакум,4,Паркет
3 өрөө,2015,Зайсан,12,Байхгүй,Хан-Уул,Банкны лизингтэй,1 тагттай,69.4,Бүргэд,12,Вакум,4,Паркет
2 өрөө,2018,Баянмонгол хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,50.0,Бүргэд,2,Вакум,2,Паркет
2 өрөө,2011,10-р хороолол,6,Байхгүй,Баянгол,Лизинггүй,1 тагттай,65.9,Бүргэд,2,Вакум,3,Паркет
2 өрөө,2014,Москва хороолол,10,Байхгүй,Сонгино Хайрхан,Банкны лизингтэй,1 тагттай,52.0,Бүргэд,1,Вакум,3,Паркет
3 өрөө,2016,15-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,74.9,Бүргэд,7,Вакум,3,Паркет
3 өрөө,1983,13-р хороолол,5,Байхгүй,Баянзүрх,Лизинггүй,Тагтгүй,67.0,Бүргэд,1,Вакум,3,Паркет
1 өрөө,2016,13-р хороолол,12,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,34.96,Бүргэд,9,Вакум,2,Паркет
3 өрөө,2016,Бусад,10,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,74.0,Бүргэд,2,Вакум,5,Паркет
2 өрөө,2014,15-р хороолол,15,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,45.0,Бүргэд,5,Вакум,2,Паркет
3 өрөө,1980,Бусад,4,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,50.0,Бүргэд,4,Вакум,6,Паркет
4 өрөө,2015,120 мянгат,15,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,120.0,Бүргэд,14,Вакум,5,Паркет
3 өрөө,2014,Бусад,16,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,72.0,Төмөр,16,Вакум,1,Паркет
2 өрөө,2015,13-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,62.403,Бүргэд,9,Вакум,2,Паркет
2 өрөө,2018,Баруун 4 зам,12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,40.0,Бүргэд,12,Вакум,4,Паркет
3 өрөө,1990,Бусад,5,Байхгүй,Чингэлтэй,Лизинггүй,Тагтгүй,70.0,Бүргэд,3,Вакум,3,Паркет
1 өрөө,2010,UB Town,9,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,37.0,Бүргэд,5,Вакум,2,Паркет
3 өрөө,2016,Бусад,16,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,107.0,Бүргэд,8,Вакум,5,Паркет
3 өрөө,2019,Бусад,10,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,84.0,Төмөр,4,Вакум,7,Паркет
1 өрөө,1994,Баруун 4 зам,9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,18.0,Бүргэд,8,Вакум,3,Чулуу
1 өрөө,2019,Дэнжийн 1000,9,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,41.2,Бүргэд,8,Вакум,1,Паркет
1 өрөө,1985,15-р хороолол,5,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,40.0,Вакум,3,Вакум,3,Мод
1 өрөө,1988,10-р хороолол,9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,18.0,Бүргэд,6,Вакум,3,Паркет
2 өрөө,2020,Яармаг,12,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,46.0,Бүргэд,6,Вакум,2,Паркет
2 өрөө,2017,Баянмонгол хороолол,15,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,42.0,Бүргэд,15,Вакум,3,Паркет
2 өрөө,2005,11-р хороолол,9,Байхгүй,Сүхбаатар,Хувь лизингтэй,Тагтгүй,53.35,Бүргэд,4,Вакум,3,Паркет
2 өрөө,2011,10-р хороолол,12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,55.0,Бүргэд,10,Вакум,2,Паркет
2 өрөө,2010,25-р эмийн сан,6,Байгаа,Баянгол,Лизинггүй,1 тагттай,54.0,Бүргэд,5,Вакум,4,Паркет
3 өрөө,2010,Нархан хотхон,5,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,104.0,Бүргэд,5,Вакум,5,Паркет
2 өрөө,2014,Olympic village,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,44.0,Бүргэд,7,Вакум,2,Паркет
2 өрөө,2020,Чулуун овоо,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,54.0,Бүргэд,5,Вакум,3,Паркет
2 өрөө,2013,10-р хороолол,16,Байхгүй,Баянгол,Банкны лизингтэй,1 тагттай,45.0,Бүргэд,10,Вакум,2,Паркет
3 өрөө,2016,Хүннү,19,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,103.0,Төмөр,13,Вакум,4,Паркет
3 өрөө,2019,21-р хороолол,9,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,52.32,Бүргэд,5,Вакум,4,Паркет
2 өрөө,2017,14-р хороолол,10,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,58.95,Төмөр,1,Вакум,2,Паркет
2 өрөө,2019,Дэнжийн 1000,8,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,62.7,Бүргэд,2,Вакум,3,Паркет
3 өрөө,2019,15-р хороолол,9,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,82.73,Бүргэд,4,Вакум,5,Паркет
2 өрөө,2014,21-р хороолол,10,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,40.0,Бүргэд,9,Вакум,3,Паркет
2 өрөө,2012,Olympic village,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,49.0,Бүргэд,8,Вакум,2,Паркет
1 өрөө,2014,16-р хороолол,12,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,25.6,Бүргэд,12,Вакум,1,Паркет
2 өрөө,2009,"3, 4 хороолол",9,Байгаа,Баянгол,Лизинггүй,1 тагттай,38.0,Бүргэд,6,Вакум,2,Паркет
2 өрөө,1989,10-р хороолол,9,Байхгүй,Баянгол,Банкны лизингтэй,2 тагттай,60.0,Бүргэд,8,Вакум,4,Паркет
3 өрөө,2019,Яармаг,9,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,84.0,Төмөр,6,Вакум,6,Паркет
2 өрөө,2005,Москва хороолол,8,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,66.0,Бүргэд,7,Модон вакум,3,Паркет
2 өрөө,2014,10-р хороолол,6,Байхгүй,Баянгол,Лизинггүй,2 тагттай,70.0,Бүргэд,6,Вакум,4,Паркет
3 өрөө,2016,Офицер,16,Байгаа,Баянзүрх,Лизинггүй,Тагтгүй,82.0,Төмөр,8,Вакум,3,Паркет
2 өрөө,2019,Яармаг,9,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,54.6,Бүргэд,1,Вакум,2,Паркет
2 өрөө,2019,Нисэх,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,52.0,Бүргэд,5,Вакум,2,Паркет
2 өрөө,1989,"3, 4 хороолол",9,Байхгүй,Баянгол,Банкны лизингтэй,1 тагттай,29.0,Бүргэд,7,Вакум,3,Паркет
2 өрөө,2020,Бусад,16,Байгаа,Баянзүрх,Хувь лизингтэй,1 тагттай,61.6,Бүргэд,3,Вакум,3,Паркет
2 өрөө,2017,1-р хороолол,16,Байхгүй,Баянгол,Лизинггүй,1 тагттай,57.47,Бүргэд,11,Вакум,2,Паркет
2 өрөө,2015,Био комбинат,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,48.0,Бүргэд,5,Вакум,3,Паркет
4 өрөө,2011,Зайсан,7,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,132.0,Бүргэд,3,Вакум,4,Паркет
3 өрөө,2016,13-р хороолол,17,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,62.0,Бүргэд,16,Вакум,3,Паркет
1 өрөө,2016,Зайсан,14,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,28.0,Бүргэд,2,Вакум,1,Паркет
2 өрөө,2019,Ханын материал,9,Байхгүй,Сонгино Хайрхан,Хувь лизингтэй,1 тагттай,50.4,Бүргэд,4,Вакум,2,Паркет
2 өрөө,2011,Баянмонгол хороолол,10,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,65.8,Бүргэд,5,Вакум,3,Ламинат
2 өрөө,2015,Яармаг,5,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,62.0,Бүргэд,3,Вакум,2,Паркет
1 өрөө,2010,10-р хороолол,10,Байхгүй,Баянгол,Лизинггүй,1 тагттай,39.0,Бүргэд,10,Вакум,2,Паркет
1 өрөө,1997,1-р хороолол,9,Байхгүй,Сонгино Хайрхан,Хувь лизингтэй,1 тагттай,18.0,Бүргэд,8,Мод,1,Цемент
2 өрөө,2015,Зайсан,10,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,48.8,Төмөр,6,Вакум,2,Паркет
3 өрөө,2008,11-р хороолол,5,Байгаа,Сүхбаатар,Лизинггүй,1 тагттай,72.3,Бүргэд,5,Вакум,4,Ламинат
2 өрөө,2019,Бусад,16,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,48.27,Төмөр,8,Вакум,2,Паркет
2 өрөө,2010,Бусад,12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,45.0,Бүргэд,2,Вакум,3,Паркет
2 өрөө,2018,Яармаг,6,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,67.0,Бүргэд,4,Вакум,3,Паркет
3 өрөө,2015,19-р хороолол,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,68.0,Бүргэд,3,Вакум,4,Паркет
3 өрөө,2017,Яармаг,12,Байхгүй,Хан-Уул,Банкны лизингтэй,2 тагттай,88.34,Бүргэд,12,Вакум,3,Паркет
3 өрөө,2005,10-р хороолол,5,Байхгүй,Баянгол,Лизинггүй,2 тагттай,92.0,Бүргэд,3,Модон вакум,5,Паркет
2 өрөө,2011,14-р хороолол,5,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,32.29,Бүргэд,5,Вакум,2,Паркет
4 өрөө,1988,1-р хороолол,9,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,86.4,Бүргэд,3,Вакум,5,Паркет
2 өрөө,2020,13-р хороолол,16,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,44.0,Бүргэд,6,Вакум,3,Паркет
3 өрөө,2015,Нисэх,9,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,80.0,Төмөр,6,Вакум,3,Паркет
2 өрөө,2020,Нисэх,12,Байгаа,Хан-Уул,Хувь лизингтэй,1 тагттай,55.0,Бүргэд,8,Вакум,2,Паркет
1 өрөө,1980,"40, 50 мянгат",4,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,32.0,Бүргэд,2,Вакум,2,Паркет
2 өрөө,2001,5-р хороолол,13,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,58.0,Бүргэд,12,Вакум,4,Паркет
2 өрөө,2014,13-р хороолол,7,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,54.0,Төмөр,7,Вакум,3,Паркет
2 өрөө,2018,"3, 4 хороолол",6,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,50.0,Бүргэд,5,Вакум,2,Паркет
1 өрөө,2018,Нэхмэлийн шар,16,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,32.0,Бүргэд,16,Вакум,1,Паркет
3 өрөө,2018,Бусад,12,Байгаа,Баянзүрх,Хувь лизингтэй,1 тагттай,52.62,Төмөр,5,Вакум,3,Паркет
2 өрөө,1990,13-р хороолол,9,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,29.0,Бүргэд,3,Вакум,3,Паркет
3 өрөө,2013,Зайсан,4,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,98.0,Вакум,4,Вакум,4,Паркет
3 өрөө,2014,Бусад,9,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,89.1,Бүргэд,2,Вакум,3,Паркет
2 өрөө,2020,Яармаг,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,51.7,Бүргэд,3,Вакум,2,Паркет
2 өрөө,2012,Өгөөмөр захын зүүн,5,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,41.0,Бүргэд,2,Вакум,2,Паркет
2 өрөө,2011,10-р хороолол,16,Байхгүй,Баянгол,Лизинггүй,1 тагттай,44.0,Бүргэд,7,Вакум,3,Паркет
4 өрөө,2014,Хурд,12,Байгаа,Хан-Уул,Банкны лизингтэй,1 тагттай,114.0,Бүргэд,2,Вакум,4,Паркет
3 өрөө,1985,"3, 4 хороолол",9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,40.0,Бүргэд,5,Вакум,4,Паркет
3 өрөө,2019,King Tower,15,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,137.0,Бүргэд,4,Вакум,3,Паркет
4 өрөө,2019,Хүннү,10,Байхгүй,Хан-Уул,Лизинггүй,Тагтгүй,90.23,Бүргэд,4,Вакум,7,Паркет
2 өрөө,2019,Дэнжийн 1000,12,Байгаа,Чингэлтэй,Лизинггүй,1 тагттай,56.0,Бүргэд,2,Вакум,3,Паркет
2 өрөө,2016,100 айл,12,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,38.0,Бүргэд,2,Вакум,2,Паркет
